Reference Year,Local Government,Waste Resource Recovery Group WRRG,Garbage Annual Tonnes Collected,Recycling Annual Tonnes Collected,Recycling Annual Tonnes  Processed sorted,Organics Annual Tonnes Collected,Organics Annual Tonnes Processed,Total Annual Tonnes of Waste Collected,Total Annual Tonnes of Waste Processed Sorted
2018-2019,Moreland City Council,Metropolitan ,29571.1504,15412.2402,14395.0303,7770.6201,7770.6201,52754.0107,22165.6504
2018-2019,Mornington Peninsula Shire Council,Metropolitan ,31049.4102,18460.4609,15617.5498,13284.5,13284.5,62794.3711,28902.0498
2018-2019,Mount Alexander Shire Council,Loddon Mallee ,3097.1399,1682.01,1571.01,0.0,0.0,4779.1499,1571.01
2018-2019,Moyne Shire Council,Barwon South West ,2084.77,1425.4,1173.8,1937.5601,1937.5601,5447.7301,3111.3601
2018-2019,Murrindindi Shire Council,Goulburn Valley ,2629.8601,1359.66,1255.24,0.0,0.0,3989.5200999999997,1255.24
2018-2019,Nillumbik Shire Council,Metropolitan ,8059.0,5438.2402,4698.52,6234.0,6234.0,19731.2402,10932.52
2018-2019,Northern Grampians Shire Council,Grampians Central West ,3500.0,1178.45,853.08,0.0,0.0,4678.45,853.08
2018-2019,Port Phillip City Council,Metropolitan ,20700.0,8529.0,7676.0,0.0,0.0,29229.0,7676.0
2018-2019,Pyrenees Shire Council,Grampians Central West ,1797.0,556.0,425.23,240.0,240.0,2593.0,665.23
2018-2019,Queenscliffe Borough Council,Barwon South West ,1049.0,472.5,460.1,612.0,612.0,2133.5,1072.1
2018-2019,South Gippsland Shire Council,Gippsland ,4224.5,2360.8999,2172.03,2233.2,2233.2,8818.599900000001,4405.23
2018-2019,Southern Grampians Shire Council,Barwon South West ,2374.0,1507.77,1408.26,505.0,505.0,4386.77,1913.26
2018-2019,Stonnington City Council,Metropolitan ,20650.0,7717.0,6893.0,3377.0,3377.0,31744.0,10270.0
2018-2019,Strathbogie Shire Council,Goulburn Valley ,1003.14,1066.0,1000.0,1263.1,1263.1,3332.24,2263.1
2018-2019,Surf Coast Shire Council,Barwon South West ,6489.0,4357.2002,3861.2,3051.0,3051.0,13897.2002,6912.2
2018-2019,Swan Hill Rural City Council,Loddon Mallee ,3931.72,1911.6899,1609.65,336.86,336.86,6180.269899999999,1946.5100000000002
2018-2019,Towong Shire Council,North East ,1900.0,765.0,737.46,0.0,0.0,2665.0,737.46
2018-2019,Wangaratta Rural City Council,North East ,4718.2798,2923.49,2488.8799,3738.46,3738.46,11380.229800000001,6227.3399
2018-2019,Warrnambool City Council,Barwon South West ,6059.0,3750.0,3199.0,1800.0,1800.0,11609.0,4999.0
2018-2019,Wellington Shire Council,Gippsland ,6897.0,3505.0,3243.0,0.0,0.0,10402.0,3243.0
2018-2019,West Wimmera Shire Council,Grampians Central West ,897.6,206.43,184.43,0.0,0.0,1104.03,184.43
2018-2019,Whitehorse City Council,Metropolitan ,27288.0,15334.2197,14322.1602,12458.0,12458.0,55080.2197,26780.1602
2018-2019,Whittlesea City Council,Metropolitan ,54408.0,15339.0,12483.0,11762.0,11762.0,81509.0,24245.0
2018-2019,Wodonga City Council,North East ,4770.0,3600.71,3298.74,6294.0,6244.0,14664.71,9542.74
2018-2019,Wyndham City Council,Metropolitan ,48477.0,18200.0,16999.0,7817.0,7817.0,74494.0,24816.0
2018-2019,Yarra City Council,Metropolitan ,14428.0,8070.0,7021.0,540.0,540.0,23038.0,7561.0
2018-2019,Yarra Ranges Shire Council,Metropolitan ,29308.0,16782.0,15677.0,11544.0,11544.0,57634.0,27221.0
2018-2019,Yarriambiack Shire Council,Grampians Central West ,1782.0,585.0,468.0,0.0,0.0,2367.0,468.0
2019–2020,Alpine Shire Council,North East WRRG,2085.0,1612.0,1493.97,100.0,100.0,3797.0,1593.97
2019–2020,Ararat Rural City Council,Grampians Central West WRRG,2796.96,941.0,941.0,0.0,0.0,3737.96,941.0
2019–2020,Ballarat City Council,Grampians Central West WRRG,21884.8203,7381.8101,6362.0,10748.9297,10748.9297,40015.5601,17110.9297
2019–2020,Banyule City Council,Metropolitan WRRG,21257.0,12060.0,11265.0,11754.0,11755.0,45071.0,23020.0
2019–2020,Bass Coast Shire Council,Gippsland WRRG,4745.0,5016.0,4715.0,11105.0,11105.0,20866.0,15820.0
2019–2020,Baw Baw Shire Council,Gippsland WRRG,9948.2598,5078.2798,4529.8301,7130.73,7130.73,22157.2696,11660.560099999999
2019–2020,Bayside City Council,Metropolitan WRRG,18555.3594,10882.5703,10133.2305,13618.0,13618.0,43055.9297,23751.230499999998
2019–2020,Benalla Rural City Council,North East WRRG,2124.2,1808.0,1601.0,1712.0,1712.0,5644.2,3313.0
2019–2020,Boroondara City Council,Metropolitan WRRG,38684.0,16882.0,15646.0,20694.300000000003,20694.3,76260.3,36340.3
2019–2020,Brimbank City Council,Metropolitan WRRG,43951.0,15947.0,12120.0,14911.0,14911.0,74809.0,27031.0
2019–2020,Buloke Shire Council,Loddon Mallee WRRG,2164.0,734.0,734.0,0.0,0.0,2898.0,734.0
2019–2020,Campaspe Shire Council,Goulburn Valley WRRG,7443.0,3820.0,3289.0,3057.0,3057.0,14320.0,6346.0
2019–2020,Cardinia Shire Council,Metropolitan WRRG,21939.5996,10239.0,6541.0,9383.0,9383.0,41561.5996,15924.0
2019–2020,Casey City Council,Metropolitan WRRG,65759.0,26087.5996,22634.3594,39162.0,39162.0,131008.5996,61796.3594
2019–2020,Central Goldfields Shire Council,Grampians Central West WRRG,2086.0,1190.8,1131.26,520.8699999999999,520.87,3797.67,1652.13
2019–2020,Colac Otway Shire Council,Barwon South West WRRG,5325.7598,2509.6001,2342.7,3119.080099999999,3119.0801,10954.439999999999,5461.7801
2019–2020,Corangamite Shire Council,Barwon South West WRRG,1814.0,1364.1801,1231.21,2044.0,2044.0,5222.1801,3275.21
2019–2020,Darebin City Council,Metropolitan WRRG,25957.1191,13620.9297,12721.8896,13195.999999999996,13196.0,52774.048800000004,25917.889600000002
2019–2020,East Gippsland Shire Council,Gippsland WRRG,7816.1401,4143.5,3913.8999,4486.7998,4486.7998,16446.4399,8400.6997
2019–2020,Frankston City Council,Metropolitan WRRG,24833.0,14809.0,14164.8096,16298.0,16298.0,55940.0,30462.8096
2019–2020,Gannawarra Shire Council,Loddon Mallee WRRG,2321.0,875.0,763.0,497.0,497.0,3693.0,1260.0
2019–2020,Glen Eira City Council,Metropolitan WRRG,28000.0,12700.0,10986.0,14260.199999999997,13910.2,54960.2,24896.2
2019–2020,Glenelg Shire Council,Barwon South West WRRG,3420.0,1630.0,1193.8101,0.0,0.0,5050.0,1193.8101
2019–2020,Golden Plains Shire Council,Grampians Central West WRRG,5527.0,1601.0,1601.0,0.0,0.0,7128.0,1601.0
2019–2020,Greater Bendigo City Council,Loddon Mallee WRRG,24810.8008,12000.0,10200.0,13247.999999999996,13248.0,50058.8008,23448.0
2019–2020,Greater Dandenong City Council,Metropolitan WRRG,30313.3594,13412.5996,11978.4297,15161.1699,15161.1699,58887.1289,27139.5996
2019–2020,Greater Geelong City Council,Barwon South West WRRG,52232.0,27151.0,22535.0,39369.0,38499.0,118752.0,61034.0
2019–2020,Greater Shepparton City Council,Goulburn Valley WRRG,13678.0,7134.4102,6314.4102,9285.0,9285.0,30097.4102,15599.4102
2019–2020,Hepburn Shire Council,Grampians Central West WRRG,4893.0098,1532.0,1053.0,0.0,0.0,6425.0098,1053.0
2019–2020,Hindmarsh Shire Council,Grampians Central West WRRG,1244.0,468.5,384.17,0.0,0.0,1712.5,384.17
2019–2020,Hobsons Bay City Council,Metropolitan WRRG,19807.0,6566.0,5678.0,11047.0,11047.0,37420.0,16725.0
2019–2020,Horsham Rural City Council,Grampians Central West WRRG,6009.2202,1567.2,1567.2,0.0,0.0,7576.4202,1567.2
2019–2020,Hume City Council,Metropolitan WRRG,50397.0,17666.0,15903.0,10696.0,10696.0,78759.0,26599.0
2019–2020,Indigo Shire Council,North East WRRG,2055.0,1860.33,1688.33,2442.0,2442.0,6357.33,4130.33
2019–2020,Kingston City Council,Metropolitan WRRG,29087.0,15719.0,12889.0,17150.0,17145.0,61956.0,30034.0
2019–2020,Knox City Council,Metropolitan WRRG,28515.7207,13475.7002,10437.0,25401.000000000004,25401.3008,67392.4209,35838.3008
2019–2020,Latrobe City Council,Gippsland WRRG,15756.0,6446.0,4891.0,11037.0,11037.0,33239.0,15928.0
2019–2020,Loddon Shire Council,Loddon Mallee WRRG,1600.0,642.0,532.5,0.0,0.0,2242.0,532.5
2019–2020,Macedon Ranges Shire Council,Loddon Mallee WRRG,6600.0,4334.0,3799.0,7200.0,7164.0,18134.0,10963.0
2019–2020,Manningham City Council,Metropolitan WRRG,20169.5391,11366.1504,10683.0,17109.940199999997,17109.9402,48645.6297,27792.9402
2019–2020,Mansfield Shire Council,North East WRRG,2934.1001,1273.75,1110.11,0.0,0.0,4207.8501,1110.11
2019–2020,Maribyrnong City Council,Metropolitan WRRG,19054.0,7514.0,6920.0,2880.0,2800.0,29448.0,9720.0
2019–2020,Maroondah City Council,Metropolitan WRRG,20145.0,11259.0,9908.0,15261.0,15261.0,46665.0,25169.0
2019–2020,Melbourne City Council,Metropolitan WRRG,34413.0391,8076.8101,6275.7402,130.3000000000029,130.3,42620.14920000001,6406.0402
2019–2020,Melton Shire Council,Metropolitan WRRG,30252.0,13304.0,10909.0,8963.0,8645.0,52519.0,19554.0
2019–2020,Mildura Rural City Council,Loddon Mallee WRRG,14012.6602,5019.7998,3674.3999,0.0,0.0,19032.46,3674.3999
2019–2020,Mitchell Shire Council,Goulburn Valley WRRG,9122.8496,4217.2998,3630.22,0.0,0.0,13340.149399999998,3630.22
2019–2020,Moira Shire Council,Goulburn Valley WRRG,4527.0,2491.0,2491.0,3348.0,3338.0,10366.0,5829.0
2019–2020,Monash City Council,Metropolitan WRRG,34777.0,16467.0,14475.0,21284.199999999997,21284.2,72528.2,35759.2
2019–2020,Moonee Valley City Council,Metropolitan WRRG,25807.0,10000.0,8500.0,9876.0,9876.0,45683.0,18376.0
2019–2020,Moorabool Shire Council,Grampians Central West WRRG,7077.5698,3177.0,2230.5,1162.3599999999997,1162.36,11416.929800000002,3392.8599999999997
2019–2020,Moreland City Council,Metropolitan WRRG,29456.0098,15838.0,14783.4102,11800.0,11363.0,57094.0098,26146.4102
2019–2020,Mornington Peninsula Shire Council,Metropolitan WRRG,32021.0,22980.6309,19441.6094,16760.529499999997,16760.5195,71762.1604,36202.128899999996
2019–2020,Mount Alexander Shire Council,Loddon Mallee WRRG,3184.4399,1815.42,1633.88,0.0,0.0,4999.8598999999995,1633.88
2019–2020,Moyne Shire Council,Barwon South West WRRG,2139.0,1202.0,961.6,2177.0,2156.0,5518.0,3117.6
2019–2020,Murrindindi Shire Council,Goulburn Valley WRRG,2734.0,1202.0,961.6,0.0,0.0,3936.0,961.6
2019–2020,Nillumbik Shire Council,Metropolitan WRRG,9132.0,5366.0,4642.1401,8135.0,8135.0,22633.0,12777.1401
2019–2020,Northern Grampians Shire Council,Grampians Central West WRRG,2607.0,1209.0,1122.9301,0.0,0.0,3816.0,1122.9301
2019–2020,Port Phillip City Council,Metropolitan WRRG,22684.0,9497.1602,7914.1602,0.0,0.0,32181.1602,7914.1602
2019–2020,Pyrenees Shire Council,Grampians Central West WRRG,1820.27,441.18,441.18,25.0,25.0,2286.45,466.18
2019–2020,Queenscliffe Borough Council,Barwon South West WRRG,1184.0,501.5,332.6,709.0,709.0,2394.5,1041.6
2019–2020,South Gippsland Shire Council,Gippsland WRRG,4395.3999,2341.6001,2154.3,2522.2,2522.2,9259.2,4676.5
2019–2020,Southern Grampians Shire Council,Barwon South West WRRG,2480.0,1253.0,1176.0,619.0,619.0,4352.0,1795.0
2019–2020,Stonnington City Council,Metropolitan WRRG,20145.0,9809.0,8279.0,4187.0,4187.0,34141.0,12466.0
2019–2020,Strathbogie Shire Council,Goulburn Valley WRRG,1077.0,1047.0,998.0,1515.0,1500.0,3639.0,2498.0
2019–2020,Surf Coast Shire Council,Barwon South West WRRG,6641.0,4243.0,4031.0,3806.0,3777.0,14690.0,7808.0
2019–2020,Swan Hill Rural City Council,Loddon Mallee WRRG,5202.0,1971.0,1658.2,362.0,362.0,7535.0,2020.2
2019–2020,Towong Shire Council,North East WRRG,1900.0,770.0,724.0,0.0,0.0,2670.0,724.0
2019–2020,Wangaratta Rural City Council,North East WRRG,4626.0,3383.0,2943.0,4177.049800000001,4177.0498,12186.0498,7120.0498
2019–2020,Warrnambool City Council,Barwon South West WRRG,5200.0,3700.0,3145.0,5707.0,5678.0,14607.0,8823.0
2019–2020,Wellington Shire Council,Gippsland WRRG,7283.0,4189.0,3770.0,0.0,0.0,11472.0,3770.0
2019–2020,West Wimmera Shire Council,Grampians Central West WRRG,915.0,198.63,177.0,0.0,0.0,1113.63,177.0
2019–2020,Whitehorse City Council,Metropolitan WRRG,27546.0,15465.0,14442.0,15542.0,15542.0,58553.0,29984.0
2019–2020,Whittlesea City Council,Metropolitan WRRG,44644.0,17838.0,12825.124,18316.0,18316.0,80798.0,31141.124
2019–2020,Wodonga City Council,North East WRRG,4669.0,3607.4399,3323.04,8051.0,8051.0,16327.4399,11374.04
2019–2020,Wyndham City Council,Metropolitan WRRG,52403.0,20030.6602,18705.6895,11252.0,11252.0,83685.6602,29957.6895
2019–2020,Yarra City Council,Metropolitan WRRG,14895.0,8080.0,7029.0,778.0,778.0,23753.0,7807.0
2019–2020,Yarra Ranges Shire Council,Metropolitan WRRG,29775.0,16860.0,15747.0,14409.0,14409.0,61044.0,30156.0
2019–2020,Yarriambiack Shire Council,Grampians Central West WRRG,2352.0,543.0,434.0,0.0,0.0,2895.0,434.0
